"Duration","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
418,"2019-04-01 13:03:36","2019-04-01 13:10:35",31110,"20th St & Florida Ave NW",31120,"10th & Florida Ave NW","W00700","Member"
248,"2019-04-01 13:03:38","2019-04-01 13:07:47",31218,"L'Enfant Plaza / 7th & C St SW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W21065","Member"
351,"2019-04-01 13:03:57","2019-04-01 13:09:48",31007,"Crystal City Metro / 18th St & S Bell St",31052,"Potomac Ave & 35th St S","W23603","Member"
239,"2019-04-01 13:04:46","2019-04-01 13:08:45",31624,"North Capitol St & F St NW",31604,"3rd & H St NW","W21179","Member"
1158,"2019-04-01 13:05:05","2019-04-01 13:24:23",31646,"Maine Ave & 9th St SW",31230,"Metro Center / 12th & G St NW","W20281","Member"
334,"2019-04-01 13:05:06","2019-04-01 13:10:40",31623,"Columbus Circle / Union Station",31640,"Maryland Ave & E St NE","W20844","Member"
123,"2019-04-01 13:05:06","2019-04-01 13:07:10",31128,"23rd & M St NW",31237,"25th St & Pennsylvania Ave NW","W22129","Member"
286,"2019-04-01 13:05:51","2019-04-01 13:10:37",31659,"11th & C St SE",31269,"3rd St & Pennsylvania Ave SE","W22507","Member"
308,"2019-04-01 13:05:55","2019-04-01 13:11:04",31117,"15th & Euclid St  NW",31124,"14th & Irving St NW","W22256","Member"
334,"2019-04-01 13:06:26","2019-04-01 13:12:00",31223,"Convention Center / 7th & M St NW",31228,"8th & H St NW","W22189","Casual"
382,"2019-04-01 13:06:36","2019-04-01 13:12:58",31220,"US Dept of State / Virginia Ave & 21st St NW",31246,"M St & Pennsylvania Ave NW","W22294","Member"
1028,"2019-04-01 13:06:41","2019-04-01 13:23:49",31280,"11th & S St NW",31242,"18th St & Pennsylvania Ave NW","W23384","Member"
8512,"2019-04-01 13:06:48","2019-04-01 15:28:41",31086,"Mount Vernon Ave & E Del Ray Ave",31042,"Market Square / King St & Royal St","W23993","Casual"
922,"2019-04-01 13:07:00","2019-04-01 13:22:22",31232,"7th & F St NW / National Portrait Gallery",31201,"15th & P St NW","W24093","Member"
503,"2019-04-01 13:07:07","2019-04-01 13:15:31",31265,"5th St & Massachusetts Ave NW",31603,"1st & M St NE","W00141","Member"
128,"2019-04-01 13:07:18","2019-04-01 13:09:27",31052,"Potomac Ave & 35th St S",31925,"Crystal Dr & Potomac Ave","W01261","Member"
3056,"2019-04-01 13:07:28","2019-04-01 13:58:24",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31633,"Independence Ave & L'Enfant Plaza SW/DOE","W22515","Member"
175,"2019-04-01 13:07:33","2019-04-01 13:10:28",31204,"20th & E St NW",31205,"21st & I St NW","W21476","Member"
140,"2019-04-01 13:07:42","2019-04-01 13:10:02",31652,"4th & M St SE",31650,"1st & M St SE",78089,"Member"
4135,"2019-04-01 13:07:42","2019-04-01 14:16:38",31293,"31st & Water St NW",31314,"34th & Water St NW","W01215","Casual"
596,"2019-04-01 13:07:55","2019-04-01 13:17:52",31299,"Connecticut Ave & R St NW",31204,"20th & E St NW","W20392","Member"
257,"2019-04-01 13:07:57","2019-04-01 13:12:14",31238,"14th & G St NW",31276,"15th & L St NW","W20029","Member"
384,"2019-04-01 13:08:03","2019-04-01 13:14:27",31266,"11th & M St NW",31264,"6th St & Indiana Ave NW","W21414","Member"
594,"2019-04-01 13:08:08","2019-04-01 13:18:03",31216,"14th St & New York Ave NW",31212,"21st & M St NW",78138,"Member"
4096,"2019-04-01 13:08:14","2019-04-01 14:16:31",31293,"31st & Water St NW",31314,"34th & Water St NW","W20040","Casual"
532,"2019-04-01 13:08:43","2019-04-01 13:17:35",31211,"Kennedy Center",31253,"19th & K St NW","W20808","Member"
691,"2019-04-01 13:08:47","2019-04-01 13:20:18",31221,"18th & M St NW",31119,"14th & Belmont St NW","W00381","Member"
908,"2019-04-01 13:08:54","2019-04-01 13:24:03",31209,"1st & N St  SE",31655,"New Jersey Ave & F St NW","W01141","Member"
451,"2019-04-01 13:09:00","2019-04-01 13:16:31",31308,"39th & Veazey St NW",31300,"Van Ness Metro / UDC","W21720","Member"
372,"2019-04-01 13:09:18","2019-04-01 13:15:31",31229,"New Hampshire Ave & T St NW",31298,"15th & M St NW","W21769","Member"
8369,"2019-04-01 13:09:26","2019-04-01 15:28:56",31086,"Mount Vernon Ave & E Del Ray Ave",31042,"Market Square / King St & Royal St","W00804","Casual"
290,"2019-04-01 13:09:35","2019-04-01 13:14:26",31121,"Calvert St & Woodley Pl NW",31104,"Adams Mill & Columbia Rd NW","W22783","Member"
945,"2019-04-01 13:09:56","2019-04-01 13:25:41",31406,"14th & Upshur St NW",31121,"Calvert St & Woodley Pl NW","W22647","Member"
361,"2019-04-01 13:10:22","2019-04-01 13:16:24",31269,"3rd St & Pennsylvania Ave SE",31659,"11th & C St SE","W00641","Member"
391,"2019-04-01 13:10:27","2019-04-01 13:16:59",31255,"24th & N St NW",31293,"31st & Water St NW",75521,"Member"
1699,"2019-04-01 13:10:29","2019-04-01 13:38:48",31279,"19th & G St NW",31258,"Lincoln Memorial","W23169","Casual"
822,"2019-04-01 13:10:33","2019-04-01 13:24:15",31232,"7th & F St NW / National Portrait Gallery",31125,"15th & W St NW","W21026","Member"
468,"2019-04-01 13:10:36","2019-04-01 13:18:25",31603,"1st & M St NE",31638,"1st & H St NW","W22815","Member"
1747,"2019-04-01 13:10:41","2019-04-01 13:39:48",31279,"19th & G St NW",31258,"Lincoln Memorial","W20473","Casual"
556,"2019-04-01 13:10:43","2019-04-01 13:20:00",31302,"Wisconsin Ave & Newark St NW",31226,"34th St & Wisconsin Ave NW","W22553","Member"
495,"2019-04-01 13:10:53","2019-04-01 13:19:09",31274,"10th & G St NW",31238,"14th & G St NW","W23000","Member"
166,"2019-04-01 13:10:57","2019-04-01 13:13:43",31201,"15th & P St NW",31241,"Thomas Circle","W00682","Member"
400,"2019-04-01 13:10:59","2019-04-01 13:17:40",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31272,"Washington & Independence Ave SW/HHS","W23675","Member"
348,"2019-04-01 13:10:59","2019-04-01 13:16:47",31205,"21st & I St NW",31212,"21st & M St NW","E00073","Member"
433,"2019-04-01 13:11:08","2019-04-01 13:18:21",31251,"12th & L St NW",31219,"10th St & Constitution Ave NW","W20358","Member"
12024,"2019-04-01 13:11:18","2019-04-01 16:31:42",31603,"1st & M St NE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00295","Member"
246,"2019-04-01 13:11:18","2019-04-01 13:15:25",31636,"New Jersey Ave & N St NW/Dunbar HS",31600,"5th & K St NW","W20500","Member"
305,"2019-04-01 13:11:22","2019-04-01 13:16:28",31201,"15th & P St NW",31214,"17th & Corcoran St NW","W00665","Member"
562,"2019-04-01 13:11:23","2019-04-01 13:20:45",31600,"5th & K St NW",31227,"13th St & New York Ave NW","W23368","Member"
1869,"2019-04-01 13:11:31","2019-04-01 13:42:40",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31218,"L'Enfant Plaza / 7th & C St SW","W01324","Member"
1467,"2019-04-01 13:11:41","2019-04-01 13:36:08",31216,"14th St & New York Ave NW",31212,"21st & M St NW","W24003","Member"
351,"2019-04-01 13:11:42","2019-04-01 13:17:34",31644,"12th St & Pennsylvania Ave SE",31622,"13th & D St NE","W22920","Member"
2568,"2019-04-01 13:11:45","2019-04-01 13:54:34",31321,"15th St & Constitution Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW","W22269","Casual"
515,"2019-04-01 13:11:52","2019-04-01 13:20:27",31254,"15th & K St NW",31214,"17th & Corcoran St NW","W21804","Member"
1138,"2019-04-01 13:11:55","2019-04-01 13:30:53",31249,"Jefferson Memorial",31216,"14th St & New York Ave NW","W23825","Member"
355,"2019-04-01 13:12:21","2019-04-01 13:18:17",31639,"2nd & G St NE",31655,"New Jersey Ave & F St NW","W22455","Member"
1914,"2019-04-01 13:13:13","2019-04-01 13:45:08",31299,"Connecticut Ave & R St NW",31638,"1st & H St NW","W01225","Member"
11362,"2019-04-01 13:13:18","2019-04-01 16:22:41",31296,"Columbia & Ontario Rd NW",31324,"18th & New Hampshire Ave NW","W23247","Member"
4334,"2019-04-01 13:13:20","2019-04-01 14:25:34",31323,"Woodley Park Metro / Calvert St & Connecticut Ave NW",31323,"Woodley Park Metro / Calvert St & Connecticut Ave NW","W23152","Casual"
168,"2019-04-01 13:13:27","2019-04-01 13:16:15",31631,"8th & F St NE",31612,"D St & Maryland Ave NE","W01330","Member"
948,"2019-04-01 13:14:06","2019-04-01 13:29:55",31255,"24th & N St NW",31124,"14th & Irving St NW","W23364","Member"
583,"2019-04-01 13:14:22","2019-04-01 13:24:05",31506,"1st & Rhode Island Ave NW",31101,"14th & V St NW","W20417","Member"
1339,"2019-04-01 13:14:28","2019-04-01 13:36:47",31275,"New Hampshire Ave & 24th St NW",31126,"11th & Girard St NW","W21057","Member"
203,"2019-04-01 13:14:37","2019-04-01 13:18:01",31264,"6th St & Indiana Ave NW",31264,"6th St & Indiana Ave NW","W23163","Member"
3690,"2019-04-01 13:14:39","2019-04-01 14:16:10",31643,"1st & D St SE",31290,"17th St & Independence Ave SW","W22804","Member"
8429,"2019-04-01 13:14:44","2019-04-01 15:35:14",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31290,"17th St & Independence Ave SW","W00919","Casual"
556,"2019-04-01 13:14:48","2019-04-01 13:24:04",31615,"6th & H St NE",31605,"3rd & D St SE","W20720","Member"
485,"2019-04-01 13:14:53","2019-04-01 13:22:58",31324,"18th & New Hampshire Ave NW",31126,"11th & Girard St NW",75650,"Member"
444,"2019-04-01 13:14:55","2019-04-01 13:22:19",31246,"M St & Pennsylvania Ave NW",31236,"37th & O St NW / Georgetown University",78124,"Member"
8428,"2019-04-01 13:14:59","2019-04-01 15:35:27",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31290,"17th St & Independence Ave SW","W00393","Casual"
419,"2019-04-01 13:15:06","2019-04-01 13:22:05",31519,"1st & O St NW",31637,"North Capitol St & G Pl NE","W21381","Member"
184,"2019-04-01 13:15:09","2019-04-01 13:18:14",31294,"7th & E St SW",31609,"Maine Ave & 7th St SW","W20824","Member"
1569,"2019-04-01 13:15:15","2019-04-01 13:41:24",31611,"13th & H St NE",31611,"13th & H St NE","W22967","Member"
484,"2019-04-01 13:15:21","2019-04-01 13:23:26",31201,"15th & P St NW",31279,"19th & G St NW","W23285","Member"
835,"2019-04-01 13:15:25","2019-04-01 13:29:20",31408,"Takoma Metro",32043,"Veterans Pl & Pershing Dr ","W23871","Member"
833,"2019-04-01 13:15:29","2019-04-01 13:29:22",31408,"Takoma Metro",32043,"Veterans Pl & Pershing Dr ","W20766","Member"
837,"2019-04-01 13:15:48","2019-04-01 13:29:45",31256,"10th & E St NW",31629,"8th & East Capitol St NE","W23823","Member"
1212,"2019-04-01 13:15:49","2019-04-01 13:36:01",31219,"10th St & Constitution Ave NW",31272,"Washington & Independence Ave SW/HHS","W21859","Casual"
414,"2019-04-01 13:15:53","2019-04-01 13:22:48",31634,"3rd & Tingey St SE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W24046","Member"
693,"2019-04-01 13:16:07","2019-04-01 13:27:41",31219,"10th St & Constitution Ave NW",31271,"Constitution Ave & 2nd St NW/DOL","W22467","Casual"
373,"2019-04-01 13:16:08","2019-04-01 13:22:22",31201,"15th & P St NW",31125,"15th & W St NW","W21876","Member"
655,"2019-04-01 13:16:09","2019-04-01 13:27:04",31261,"21st St & Constitution Ave NW",31286,"11th & O St NW",75658,"Member"
498,"2019-04-01 13:16:15","2019-04-01 13:24:33",31600,"5th & K St NW",31221,"18th & M St NW",75660,"Member"
267,"2019-04-01 13:16:33","2019-04-01 13:21:01",31204,"20th & E St NW",31205,"21st & I St NW","W22909","Member"
1071,"2019-04-01 13:16:54","2019-04-01 13:34:45",31905,"Kennebec St & 11th St N",31059,"Four Mile Run Dr & S Walter Reed Dr","W00973","Member"
489,"2019-04-01 13:17:07","2019-04-01 13:25:16",31655,"New Jersey Ave & F St NW",31263,"10th & K St NW","W01396","Member"
342,"2019-04-01 13:17:09","2019-04-01 13:22:51",31262,"11th & F St NW",31620,"5th & F St NW",75484,"Member"
457,"2019-04-01 13:17:12","2019-04-01 13:24:49",31321,"15th St & Constitution Ave NW",31261,"21st St & Constitution Ave NW","W21912","Casual"
392,"2019-04-01 13:17:25","2019-04-01 13:23:58",31650,"1st & M St SE",31209,"1st & N St  SE",78089,"Member"
252,"2019-04-01 13:17:40","2019-04-01 13:21:52",31228,"8th & H St NW",31238,"14th & G St NW",78254,"Member"
112,"2019-04-01 13:17:43","2019-04-01 13:19:36",31612,"D St & Maryland Ave NE",31657,"Massachusetts Ave & 6th St NE","W20547","Member"
488,"2019-04-01 13:17:57","2019-04-01 13:26:06",31216,"14th St & New York Ave NW",31279,"19th & G St NW","W23828","Member"
1008,"2019-04-01 13:18:05","2019-04-01 13:34:54",31505,"Eckington Pl & Q St NE",31229,"New Hampshire Ave & T St NW","W01329","Member"
426,"2019-04-01 13:18:06","2019-04-01 13:25:12",31623,"Columbus Circle / Union Station",31610,"Eastern Market / 7th & North Carolina Ave SE","W22864","Casual"
1534,"2019-04-01 13:18:17","2019-04-01 13:43:52",31625,"3rd & G St SE",31127,"22nd & H St NW","W21842","Casual"
236,"2019-04-01 13:18:20","2019-04-01 13:22:17",31128,"23rd & M St NW",31246,"M St & Pennsylvania Ave NW","W23236","Member"
614,"2019-04-01 13:18:25","2019-04-01 13:28:40",31503,"Florida Ave & R St NW",31201,"15th & P St NW","W00131","Casual"
1779,"2019-04-01 13:18:27","2019-04-01 13:48:06",31264,"6th St & Indiana Ave NW",31312,"Wisconsin Ave & O St NW","W23163","Member"
231,"2019-04-01 13:18:50","2019-04-01 13:22:41",31505,"Eckington Pl & Q St NE",31627,"3rd & M St NE","W20854","Member"
119,"2019-04-01 13:18:53","2019-04-01 13:20:53",32214,"Reston Town Center Transit Station",32224,"Town Center Pkwy & Sunset Hills Rd","W23909","Member"
493,"2019-04-01 13:18:54","2019-04-01 13:27:07",31111,"10th & U St NW",31266,"11th & M St NW","W23308","Member"
579,"2019-04-01 13:18:57","2019-04-01 13:28:37",31503,"Florida Ave & R St NW",31201,"15th & P St NW","W23531","Member"
520,"2019-04-01 13:19:07","2019-04-01 13:27:47",31200,"Massachusetts Ave & Dupont Circle NW",31281,"8th & O St NW","W22905","Member"
904,"2019-04-01 13:19:09","2019-04-01 13:34:14",31271,"Constitution Ave & 2nd St NW/DOL",31233,"17th & K St NW / Farragut Square","W21036","Member"
1304,"2019-04-01 13:19:17","2019-04-01 13:41:02",31623,"Columbus Circle / Union Station",31615,"6th & H St NE","W23583","Member"
640,"2019-04-01 13:19:58","2019-04-01 13:30:39",31639,"2nd & G St NE",31503,"Florida Ave & R St NW","W21639","Member"
403,"2019-04-01 13:20:14","2019-04-01 13:26:57",31229,"New Hampshire Ave & T St NW",31109,"7th & T St NW","W22069","Member"
266,"2019-04-01 13:20:50","2019-04-01 13:25:16",31295,"Potomac & M St NW",31237,"25th St & Pennsylvania Ave NW",75748,"Member"
1503,"2019-04-01 13:20:55","2019-04-01 13:45:58",31062,"Roosevelt Island",31258,"Lincoln Memorial","W23861","Casual"
1495,"2019-04-01 13:21:04","2019-04-01 13:46:00",31062,"Roosevelt Island",31258,"Lincoln Memorial","W23970","Casual"
278,"2019-04-01 13:21:19","2019-04-01 13:25:58",31239,"Rhode Island & Connecticut Ave NW",31252,"21st St & Pennsylvania Ave NW","W00140","Member"
1363,"2019-04-01 13:21:24","2019-04-01 13:44:07",31265,"5th St & Massachusetts Ave NW",31654,"King Greenleaf Rec Center","W24175","Member"
1636,"2019-04-01 13:21:27","2019-04-01 13:48:44",31250,"20th & L St NW",31272,"Washington & Independence Ave SW/HHS","W01167","Member"
688,"2019-04-01 13:21:29","2019-04-01 13:32:57",31074,"TJ Cmty Ctr / 2nd St & S Old Glebe Rd",31089,"Court House Metro / 15th St & N Uhle St",78395,"Member"
729,"2019-04-01 13:21:32","2019-04-01 13:33:41",31107,"Lamont & Mt Pleasant NW",31296,"Columbia & Ontario Rd NW","W22272","Member"
824,"2019-04-01 13:21:33","2019-04-01 13:35:18",31204,"20th & E St NW",31251,"12th & L St NW","W20392","Member"
1002,"2019-04-01 13:21:41","2019-04-01 13:38:24",31609,"Maine Ave & 7th St SW",31264,"6th St & Indiana Ave NW","W21661","Member"
165,"2019-04-01 13:21:42","2019-04-01 13:24:27",31641,"2nd St & Massachusetts Ave NE",31624,"North Capitol St & F St NW","W21706","Member"
334,"2019-04-01 13:21:47","2019-04-01 13:27:21",31294,"7th & E St SW",31108,"4th & M St SW","W20009","Member"
340,"2019-04-01 13:21:55","2019-04-01 13:27:36",31620,"5th & F St NW",31228,"8th & H St NW","W23098","Member"
565,"2019-04-01 13:22:21","2019-04-01 13:31:46",31242,"18th St & Pennsylvania Ave NW",31202,"14th & R St NW",75593,"Member"
1188,"2019-04-01 13:22:24","2019-04-01 13:42:12",31228,"8th & H St NW",31524,"Montello Ave & Holbrook Terr NE","W00601","Member"
1142,"2019-04-01 13:22:38","2019-04-01 13:41:41",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31215,"Georgetown Harbor / 30th St NW","W24168","Member"
1316,"2019-04-01 13:22:58","2019-04-01 13:44:54",31200,"Massachusetts Ave & Dupont Circle NW",31503,"Florida Ave & R St NW","W00942","Member"
1837,"2019-04-01 13:23:00","2019-04-01 13:53:37",31637,"North Capitol St & G Pl NE",31653,"7th & K St NW",75599,"Member"
210,"2019-04-01 13:23:09","2019-04-01 13:26:40",31622,"13th & D St NE",31657,"Massachusetts Ave & 6th St NE",78166,"Member"
466,"2019-04-01 13:23:12","2019-04-01 13:30:59",31227,"13th St & New York Ave NW",31279,"19th & G St NW","W23334","Member"
1312,"2019-04-01 13:23:21","2019-04-01 13:45:13",31802,"Good Hope Rd & MLK Ave SE",31802,"Good Hope Rd & MLK Ave SE","W23676","Member"
273,"2019-04-01 13:23:40","2019-04-01 13:28:13",31609,"Maine Ave & 7th St SW",31294,"7th & E St SW","W20824","Member"
85,"2019-04-01 13:23:51","2019-04-01 13:25:16",31612,"D St & Maryland Ave NE",31657,"Massachusetts Ave & 6th St NE","W01330","Member"
865,"2019-04-01 13:24:50","2019-04-01 13:39:16",31624,"North Capitol St & F St NW",31264,"6th St & Indiana Ave NW","W01083","Member"
160,"2019-04-01 13:25:10","2019-04-01 13:27:50",31243,"4th & C St SW",31288,"4th St & Madison Dr NW","W24001","Member"
457,"2019-04-01 13:25:13","2019-04-01 13:32:51",31268,"12th & U St NW",31519,"1st & O St NW","W00407","Member"
383,"2019-04-01 13:25:27","2019-04-01 13:31:51",31230,"Metro Center / 12th & G St NW",31219,"10th St & Constitution Ave NW",78183,"Member"
7087,"2019-04-01 13:25:35","2019-04-01 15:23:42",31247,"Jefferson Dr & 14th St SW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W21941","Member"
794,"2019-04-01 13:25:52","2019-04-01 13:39:07",31624,"North Capitol St & F St NW",31264,"6th St & Indiana Ave NW","W21706","Member"
232,"2019-04-01 13:25:53","2019-04-01 13:29:45",31239,"Rhode Island & Connecticut Ave NW",31128,"23rd & M St NW","W20291","Member"
239,"2019-04-01 13:26:32","2019-04-01 13:30:31",31238,"14th & G St NW",31203,"14th & Rhode Island Ave NW",78254,"Member"
2074,"2019-04-01 13:26:43","2019-04-01 14:01:17",32046,"River Rd & Landy Ln",31314,"34th & Water St NW","W23994","Member"
870,"2019-04-01 13:27:21","2019-04-01 13:41:52",31229,"New Hampshire Ave & T St NW",31216,"14th St & New York Ave NW","W00810","Member"
377,"2019-04-01 13:27:40","2019-04-01 13:33:58",31616,"3rd & H St NE",31603,"1st & M St NE","W23086","Member"
167,"2019-04-01 13:27:46","2019-04-01 13:30:34",31296,"Columbia & Ontario Rd NW",31113,"Columbia Rd & Belmont St NW","W22050","Member"
283,"2019-04-01 13:27:55","2019-04-01 13:32:39",31228,"8th & H St NW",31281,"8th & O St NW",78056,"Member"
299,"2019-04-01 13:28:01","2019-04-01 13:33:01",31624,"North Capitol St & F St NW",31623,"Columbus Circle / Union Station",70004,"Member"
454,"2019-04-01 13:28:15","2019-04-01 13:35:49",31201,"15th & P St NW",31266,"11th & M St NW","W24093","Member"
1044,"2019-04-01 13:28:19","2019-04-01 13:45:43",31314,"34th & Water St NW",31258,"Lincoln Memorial","W21260","Member"
1037,"2019-04-01 13:28:21","2019-04-01 13:45:39",31314,"34th & Water St NW",31258,"Lincoln Memorial","W23849","Casual"
334,"2019-04-01 13:28:23","2019-04-01 13:33:58",31288,"4th St & Madison Dr NW",31641,"2nd St & Massachusetts Ave NE",78337,"Member"
419,"2019-04-01 13:28:34","2019-04-01 13:35:34",31228,"8th & H St NW",31109,"7th & T St NW","W21432","Member"
397,"2019-04-01 13:28:42","2019-04-01 13:35:19",31120,"10th & Florida Ave NW",31241,"Thomas Circle","W00700","Member"
1840,"2019-04-01 13:29:05","2019-04-01 13:59:46",31258,"Lincoln Memorial",31258,"Lincoln Memorial","W22842","Casual"
552,"2019-04-01 13:29:09","2019-04-01 13:38:22",31229,"New Hampshire Ave & T St NW",31122,"16th & Irving St NW","W21185","Member"
1833,"2019-04-01 13:29:29","2019-04-01 14:00:02",31258,"Lincoln Memorial",31258,"Lincoln Memorial","W23752","Casual"
332,"2019-04-01 13:29:48","2019-04-01 13:35:21",31657,"Massachusetts Ave & 6th St NE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W24128","Member"
418,"2019-04-01 13:29:51","2019-04-01 13:36:49",31610,"Eastern Market / 7th & North Carolina Ave SE",31623,"Columbus Circle / Union Station",78114,"Member"
718,"2019-04-01 13:29:54","2019-04-01 13:41:53",31124,"14th & Irving St NW",31201,"15th & P St NW","W23886","Member"
827,"2019-04-01 13:30:04","2019-04-01 13:43:51",31126,"11th & Girard St NW",31212,"21st & M St NW",75650,"Member"
287,"2019-04-01 13:30:29","2019-04-01 13:35:16",31213,"17th & K St NW",31254,"15th & K St NW","W23687","Member"
1566,"2019-04-01 13:30:32","2019-04-01 13:56:38",31269,"3rd St & Pennsylvania Ave SE",31288,"4th St & Madison Dr NW",75651,"Member"
595,"2019-04-01 13:31:11","2019-04-01 13:41:06",31290,"17th St & Independence Ave SW",31127,"22nd & H St NW",75409,"Member"
803,"2019-04-01 13:31:33","2019-04-01 13:44:56",31275,"New Hampshire Ave & 24th St NW",31228,"8th & H St NW","W22988","Member"
1533,"2019-04-01 13:32:17","2019-04-01 13:57:51",31269,"3rd St & Pennsylvania Ave SE",31288,"4th St & Madison Dr NW","W01349","Member"
602,"2019-04-01 13:32:51","2019-04-01 13:42:54",31606,"Potomac & Pennsylvania Ave SE",31610,"Eastern Market / 7th & North Carolina Ave SE","W00249","Casual"
279,"2019-04-01 13:32:59","2019-04-01 13:37:38",31011,"Crystal Dr & 23rd St S",31003,"Crystal Dr & 15th St S","W23607","Member"
1464,"2019-04-01 13:33:38","2019-04-01 13:58:03",31321,"15th St & Constitution Ave NW",31273,"Hains Point/Buckeye & Ohio Dr SW","W23234","Member"
420,"2019-04-01 13:33:40","2019-04-01 13:40:40",31047,"Braddock Rd Metro",31083,"Potomac Greens Dr & Slaters Ln","W21672","Member"
518,"2019-04-01 13:33:44","2019-04-01 13:42:22",31312,"Wisconsin Ave & O St NW",31110,"20th St & Florida Ave NW","W23815","Member"
1437,"2019-04-01 13:34:06","2019-04-01 13:58:03",31213,"17th & K St NW",31518,"New York Ave & Hecht Ave NE",75666,"Member"
921,"2019-04-01 13:34:14","2019-04-01 13:49:36",31124,"14th & Irving St NW",31128,"23rd & M St NW","W23364","Member"
392,"2019-04-01 13:34:22","2019-04-01 13:40:55",31639,"2nd & G St NE",31624,"North Capitol St & F St NW","W00536","Member"
1229,"2019-04-01 13:34:23","2019-04-01 13:54:52",31243,"4th & C St SW",31321,"15th St & Constitution Ave NW","W23760","Casual"
1155,"2019-04-01 13:35:11","2019-04-01 13:54:27",31601,"19th & East Capitol St SE",31624,"North Capitol St & F St NW","W22545","Member"
794,"2019-04-01 13:35:15","2019-04-01 13:48:30",31113,"Columbia Rd & Belmont St NW",31260,"23rd & E St NW ","W21130","Member"
530,"2019-04-01 13:35:21","2019-04-01 13:44:12",31642,"New Jersey Ave & L St NW",31506,"1st & Rhode Island Ave NW","W20298","Member"
695,"2019-04-01 13:35:52","2019-04-01 13:47:28",31256,"10th & E St NW",31108,"4th & M St SW","W00620","Member"
1582,"2019-04-01 13:35:54","2019-04-01 14:02:17",31258,"Lincoln Memorial",31219,"10th St & Constitution Ave NW","W24018","Member"
955,"2019-04-01 13:35:57","2019-04-01 13:51:53",31071,"Eads St & 12th St S",31052,"Potomac Ave & 35th St S","W24025","Member"
302,"2019-04-01 13:35:58","2019-04-01 13:41:00",31609,"Maine Ave & 7th St SW",31108,"4th & M St SW","W20700","Member"
1593,"2019-04-01 13:36:00","2019-04-01 14:02:34",31258,"Lincoln Memorial",31219,"10th St & Constitution Ave NW","W22721","Member"
717,"2019-04-01 13:36:02","2019-04-01 13:48:00",31230,"Metro Center / 12th & G St NW",31519,"1st & O St NW","W24121","Member"
520,"2019-04-01 13:36:12","2019-04-01 13:44:52",31102,"11th & Kenyon St NW",31296,"Columbia & Ontario Rd NW","W22548","Member"
496,"2019-04-01 13:36:21","2019-04-01 13:44:38",31277,"17th & G St NW",31211,"Kennedy Center",75442,"Member"
1558,"2019-04-01 13:36:31","2019-04-01 14:02:30",31212,"21st & M St NW",31015,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr","E00073","Member"
493,"2019-04-01 13:36:40","2019-04-01 13:44:54",31106,"Calvert & Biltmore St NW",31299,"Connecticut Ave & R St NW","W23036","Member"
900,"2019-04-01 13:36:48","2019-04-01 13:51:49",31237,"25th St & Pennsylvania Ave NW",31649,"14th & Newton St NW",78370,"Member"
1209,"2019-04-01 13:36:58","2019-04-01 13:57:07",31124,"14th & Irving St NW",31124,"14th & Irving St NW","W22256","Member"
1219,"2019-04-01 13:37:12","2019-04-01 13:57:32",31124,"14th & Irving St NW",31268,"12th & U St NW","W20414","Member"
556,"2019-04-01 13:37:27","2019-04-01 13:46:43",31239,"Rhode Island & Connecticut Ave NW",31201,"15th & P St NW","W00341","Member"
1724,"2019-04-01 13:37:35","2019-04-01 14:06:19",31271,"Constitution Ave & 2nd St NW/DOL",31284,"18th & C St NW","W21490","Member"
505,"2019-04-01 13:37:54","2019-04-01 13:46:20",31625,"3rd & G St SE",31657,"Massachusetts Ave & 6th St NE","W22911","Member"
1894,"2019-04-01 13:37:55","2019-04-01 14:09:30",31519,"1st & O St NW",31290,"17th St & Independence Ave SW","W23050","Member"
294,"2019-04-01 13:38:00","2019-04-01 13:42:54",31242,"18th St & Pennsylvania Ave NW",31324,"18th & New Hampshire Ave NW",75485,"Member"
1930,"2019-04-01 13:38:01","2019-04-01 14:10:11",31628,"1st & K St SE",31273,"Hains Point/Buckeye & Ohio Dr SW",75562,"Member"
342,"2019-04-01 13:38:02","2019-04-01 13:43:44",31239,"Rhode Island & Connecticut Ave NW",31266,"11th & M St NW","W22613","Member"
134,"2019-04-01 13:38:13","2019-04-01 13:40:28",31228,"8th & H St NW",31230,"Metro Center / 12th & G St NW","W22191","Casual"
329,"2019-04-01 13:38:26","2019-04-01 13:43:56",31201,"15th & P St NW",31278,"18th & R St NW","W23531","Member"
833,"2019-04-01 13:38:31","2019-04-01 13:52:24",31100,"19th St & Pennsylvania Ave NW",31111,"10th & U St NW","W23053","Member"
